word,gender,race
dergah,0.192906861,-0.054382598
cyclocross,0.105402718,0.53968254
moonroof,0.054690089,0.119929453
hauteur,0.285051376,-0.006397953
thrive,-0.196758509,-0.31222009
untouched,-0.096920583,0.161669606
minibreak,-0.046677472,0.255731922
tres,0.164070268,0.364491476
inquisitorial,0.07689758,0.420928865
lass,0.714948624,0.029394474
last,-0.408103728,0.11228689
solubilization,0.19025522,0.440329218
opal,0.316871064,-0.239923225
nanotech,0.004308916,0.340388007
connection,-0.048946515,-0.027511196
amoeba,-0.286871961,0.237507349
retarded,-0.14165316,-0.391554702
sadar,-0.104376013,0.350382128
multizone,-0.183144246,0.193415638
housetops,0.002651641,-0.219449776
preowned,-0.038249595,0.248089359
bell,-0.023987034,0.102292769
ometer,0.001657275,0.257495591
ultrashort,0.068611203,0.238683128
smugglers,-0.010696921,0.02292769
contemporaneous,-0.027228525,-0.01087652
primogeniture,0.164401724,0.075837743
belt,-0.153646677,-0.081893794
sportin,-0.188654781,0.046443269
repaving,0.121644017,-0.521433141
unarguably,-0.13452188,-0.303902751
dancier,0.163075903,0.031746032
satire,-0.010696921,-0.368522073
sisal,0.30162413,-0.417786308
proprietor,-0.042463533,-0.223288548
extravagant,-0.089141005,-0.146513116
capsid,0.033808419,0.077601411
boomlet,0.13158767,0.025279248
freeview,-0.235656402,0.557319224
crinoline,0.842558833,-0.284069098
gloating,-0.240842788,0.227513228
moxifloxacin,0.029499503,-0.128598848
seatpost,-0.071636953,0.270429159
electricty,-0.056726094,0.120517343
reincorporation,0.126947299,0.059376837
amphibians,0.045077892,-0.138835573
fritz,0.121644017,0.189888301
awake,-0.129335494,0.429747208
plumeria,0.419953596,-0.026231606
pacemaker,-0.089789303,-0.399232246
despite,-0.10178282,0.046443269
consulate,-0.011345219,-0.079974408
motets,0.166058999,0.389770723
presser,-0.42171799,-0.012795905
damselflies,0.267484256,0.188124633
budget,-0.000648298,-0.003838772
admire,-0.271312804,-0.177223289
cagey,-0.385737439,-0.256557901
peacoat,0.310904872,-0.044785669
nucleotides,-0.110858995,0.38212816
cystinosis,0.344050381,-0.09724888
lifecasting,0.07557176,-0.236084453
seams,0.043420617,-0.014075496
vog,0.262180974,-0.034548944
quippy,0.228372556,-0.05950096
sabha,0.18760358,-0.312859885
agitation,0.033476964,0.103468548
vol,-0.099513776,0.433862434
vom,0.048723898,0.701352146
von,0.086841233,0.67430923
binding,0.063639377,0.582598471
xiao,0.211799801,0.039976484
sitar,-0.035980551,-0.026871401
hydrocodone,0.231687106,0.23633157
vor,-0.105996759,0.631393298
feedgrounds,-0.094003241,0.167548501
ultracompact,0.186609214,0.465020576
mariculture,0.082200862,-0.202175304
vox,0.262843885,0.281599059
voy,-0.0726094,0.096413874
gastroenterologist,-0.128038898,0.01175779
cuisine,0.121312562,0.024103469
raiders,-0.13808752,0.234567901
starlight,0.159761352,-0.071017274
hitlist,-0.3636953,0.084068195
goaline,-0.383144246,-0.015355086
chanceless,-0.178930308,0.139329806
guarentee,-0.360777958,0.219282775
twitchy,-0.122528363,0.129335685
cappucino,0.256877693,0.372134039
overdubs,0.026847862,0.042915932
nabe,0.280742459,-0.123480486
cardholders,0.165064634,0.054673721
faught,-0.398379254,0.208112875
wunderkind,-0.489465154,0.238095238
naseba,0.005966192,-0.253358925
amphora,0.03844879,0.209288654
nickname,-0.379578606,-0.483685221
infamous,-0.248946515,-0.269993602
basest,-0.110210697,-0.137555982
ppts,0.11269473,0.692533804
raters,-0.028849271,-0.029430582
hubristic,-0.163371151,0.085831864
downlow,0.109711634,-0.365323097
delisting,0.015909844,0.118753674
polyclonal,0.014915479,0.26925338
jowly,-0.377957861,0.104644327
cloners,-0.05445705,0.375073486
knw,-0.026904376,-0.238003839
pepole,-0.073257699,-0.129238644
recoverable,-0.019773096,-0.04862444
salvo,-0.156888169,0.23574368
lads,-0.388654781,0.151675485
cheddar,-0.046353323,0.400940623
salve,0.015246934,-0.361484325
suffolk,0.052038449,0.061140506
antibusiness,-0.148136143,0.088183422
splenectomy,-0.08006483,-0.062060141
blizzard,0.158435532,0.318636096
reap,-0.243435981,-0.09724888
rangers,-0.166936791,-0.140754958
horseradish,0.049386808,0.330981775
parents,0.168379185,-0.015994882
mandal,0.164401724,-0.236724248
anklets,0.562810739,-0.356365963
mami,0.403049387,-0.236724248
cordon,-0.176661264,0.037624927
millwright,-0.020097245,0.33686067
taqiyya,-0.36012966,-0.104286628
emergency,-0.208427877,0.108759553
recompile,-0.048622366,0.260435038
nonphysical,-0.038573744,-0.142674344
couple,-0.049270665,0.150499706
emanating,-0.077147488,0.000587889
coupla,-0.153970827,0.160493827
wives,0.024527676,-0.271912988
oneyear,-0.309562399,-0.285988484
jake,-0.34197731,0.195179306
mourinho,-0.391572123,0.319811875
abound,0.144182963,-0.019833653
milliion,-0.223987034,-0.183621241
melioidosis,0.01756712,0.012933568
confraternity,-0.149432739,-0.440818938
ductal,0.273450447,-0.089571337
counterintuitive,0.02021876,-0.006397953
marquee,-0.305996759,0.048794827
spine,-0.1089141,-0.110044786
dlavoie,0.269804441,-0.187460013
pounds,-0.140356564,0.135802469
retrovirus,-0.133549433,0.164021164
parietal,0.196884322,0.275720165
fibroblasts,-0.107293355,0.014697237
spiny,0.030825323,-0.001279591
oleoresins,0.107391448,-0.065259117
funnymen,-0.178606159,0.012345679
noninterference,0.119986742,-0.088291747
crescendo,-0.13452188,0.166372722
methods,-0.024311183,-0.092130518
goddamn,-0.198055105,-0.037747921
sorbet,0.239973484,0.290417402
crapshoot,-0.207779579,-0.074216251
prepster,-0.17439222,0.243974133
bouncy,0.00066291,-0.140754958
cliffside,0.267152801,0.342739565
greener,-0.05089141,0.222810112
underbelly,-0.070664506,-0.431861804
stoppin,-0.299189627,-0.235444658
nanoscience,0.090155784,0.125808348
mispelled,0.000994365,-0.075495841
coaltion,-0.049594814,0.490887713
sharma,0.012595293,-0.117082534
microbes,-0.096920583,0.170487948
rofecoxib,-0.039222042,0.052910053
untranslatable,-0.008427877,0.333921223
novelty,0.065296652,0.129923574
physiotherapy,0.063307922,0.105232216
bloodfest,-0.078119935,-0.042866283
behave,-0.209076175,0.074661964
whodunit,0.148823334,-0.452975048
juncos,0.014915479,0.319811875
catmint,0.20782234,0.291005291
seclusion,0.020550215,-0.150351887
masterstroke,-0.372123177,-0.104286628
chrysanthemums,0.148823334,0.260435038
deliverables,0.144182963,0.271604938
calyx,0.249585681,0.29159318
biomarkers,0.131256215,-0.125399872
dolomite,-0.082982172,0.111111111
drinkware,0.308584687,0.214579659
downward,0.115346371,-0.107485605
colourist,0.297646669,-0.032629559
streetchildren,0.253563142,-0.757517594
disjointed,-0.064829822,-0.080614203
maribavir,-0.020745543,0.044091711
ferrosilicon,0.057010275,0.128159906
wrinkles,0.191249586,-0.002559181
melbourne,0.071925754,0.116402116
pamidronate,0.07424594,0.181069959
scraggly,-0.355915721,0.081128748
agave,0.160092807,-0.261036468
malarkey,-0.191572123,0.218694885
misspoken,0.066622473,0.027630805
canning,0.251242957,0.215755438
guardedness,0.212462711,-0.092770313
intl,-0.084278768,0.137566138
into,-0.174068071,-0.039027511
gerontologist,0.365263507,0.163433275
aarti,0.133244945,0.082304527
contributor,-0.110858995,-0.2162508
skicross,0.34139874,0.174015285
greenies,-0.37439222,0.413874192
chirping,-0.201944895,-0.1215611
sightseeing,-0.039546191,0.295120517
backbend,0.286045741,-0.008957134
uncertainties,0.010275108,0.037624927
deponent,-0.050567261,-0.281509917
span,-0.057698541,0.144620811
biog,-0.139708266,-0.070377479
soca,0.219754723,-0.345489443
spam,-0.11636953,0.313932981
clicky,-0.002593193,0.166960611
gases,-0.126742301,0.128159906
timesaving,0.125621478,0.182833627
spaz,-0.150729335,-0.153550864
astaxanthin,0.082863772,0.536743092
spas,0.393105734,-0.075495841
jarrah,-0.092382496,0.209876543
spat,-0.219773096,0.001175779
debbie,0.544912164,0.073486185
fragmented,0.113026185,0.071722516
bluefin,0.033808419,0.302763081
solaris,0.175671197,0.795414462
barman,-0.304051864,0.125808348
atlantic,0.007292012,0.948265726
changeling,0.324825986,-0.401151631
gwaan,-0.006482982,-0.563659629
wallmounts,0.012926748,0.339800118
topline,0.02021876,-0.074216251
intestines,-0.061588331,-0.218170186
starkest,0.029830958,-0.437619962
positivist,0.027510772,0.219870664
telesales,0.230692741,0.486772487
inhumane,-0.01458671,-0.111324376
philologist,0.040437521,0.203997648
erica,0.293006298,0.126396238
preemptive,0.027510772,0.412110523
degaussing,-0.028849271,0.486772487
faded,0.060324826,0.061728395
retaliatory,-0.211993517,0.050558495
awestruck,-0.059319287,0.108759553
tautology,0.024527676,0.063492063
yarmulke,-0.328363047,0.279247501
inkjet,0.085846868,-0.021753039
lowincome,0.26317534,-0.474728087
chai,0.174676831,-0.024952015
unsafe,0.058999006,0.018224574
chal,0.148823334,0.149323927
antimilitary,-0.033711507,0.193415638
neurosurgery,-0.22917342,0.106995885
diverse,0.1889294,-0.185540627
chav,0.222406364,0.246325691
chaw,-0.465802269,-0.072296865
chat,-0.183792545,0.12404468
chay,0.03712297,-0.188739603
unsaturated,0.203181969,0.386243386
schadenfreude,-0.046353323,0.115226337
nettle,0.035465694,0.279247501
intrepid,0.033476964,-0.008957134
emptyhanded,-0.095623987,0.096413874
palmolein,-0.220421394,0.0558495
stagecraft,0.139211137,-0.16890595
uranium,-0.046677472,-0.472168906
ketupat,0.260523699,0.000587889
mattock,-0.035656402,-0.087012156
geodesy,-0.106969206,0.346854791
trabecular,0.204507789,0.239271017
hove,-0.054132901,0.609053498
baclofen,0.050712628,0.228689006
depredations,0.023533311,0.055261611
thrombophilia,0.364932052,-0.017914267
swaraj,0.023864766,0.052910053
gardenia,0.423931057,-0.04862444
teck,0.016904209,0.062904174
concretised,0.234007292,0.028218695
pilates,0.410341399,-0.185540627
flyboy,-0.188654781,0.066431511
kibitzing,-0.103079417,0.015873016
peremptorily,-0.126418152,-0.027511196
reinsurance,-0.01102107,0.038800705
tendinitis,-0.260940032,0.084656085
bianco,0.130593305,0.47148736
interfaith,0.210805436,-0.245041587
lane,-0.000972447,0.066431511
land,-0.245056726,-0.045425464
wafer,0.054690089,0.326866549
fiberfill,0.291349022,-0.02303263
thrombosis,0.047398078,0.242798354
crease,-0.295299838,0.14579659
whitepaper,0.014252569,0.563198119
beverage,0.108385814,-0.183621241
stilton,0.135565131,0.450911229
graben,0.15048061,-0.172744722
encryptor,0.00066291,0.074661964
snowcover,0.155452436,0.076425632
northside,0.099436526,-0.174024312
trackway,-0.086871961,0.272192828
vanload,0.042094796,0.229864785
amon,-0.032414911,0.010582011
railbirds,-0.173095624,0.407995297
broaden,0.047729533,0.117577895
kasha,0.062976467,0.261610817
totem,-0.110858995,-0.243122201
cobalt,0.262180974,-0.22840691
bahu,0.644017236,-0.006397953
toggle,0.155452436,0.205173427
broader,0.055021545,0.061140506
amiss,-0.018800648,0.153439153
vinifera,0.013589659,0.342151675
wrasse,0.036128605,0.347442681
detectives,-0.045056726,-0.065259117
iin,-0.176985413,0.293356849
amalgamation,0.070599934,0.114638448
windowsill,0.159098442,-0.024952015
turkish,-0.091410049,0.463256908
bicentenary,-0.052836305,-0.026871401
glowy,0.3387471,0.148148148
centerback,-0.270664506,-0.303902751
oesophageal,0.224063639,0.214579659
contours,0.036791515,0.061728395
debarred,-0.032090762,-0.106845809
resources,0.117335101,-0.24184261
featherless,0.291680477,0.313932981
boatload,-0.21102107,0.388594944
shitfaced,0.161087173,0.328042328
cyclooxygenase,0.182963208,0.285126396
dryland,-0.179578606,0.061140506
supergrass,-0.305024311,0.319223986
backdraw,0.464368578,0.128747795
displ,-0.320907618,0.146972369
harbor,0.00066291,0.292768959
bioanalytical,-0.072285251,0.276308054
amanuensis,-0.062560778,0.017636684
whooping,-0.191572123,-0.298784389
fewer,-0.155267423,0.250440917
inelegant,-0.063857374,0.024103469
drwr,0.081869407,0.253380364
singlespeed,-0.110534846,0.358612581
disheveled,-0.136790924,0.088183422
petroglyphs,0.025522042,-0.014715291
gendarmes,-0.298541329,0.182833627
epicardial,-0.026904376,0.066431511
mishap,-0.132576985,-0.188099808
unprofitable,-0.047649919,0.129335685
falsehoods,-0.026904376,-0.078694818
dualistic,0.07557176,0.015285126
video,-0.121555916,0.0335097
haiku,0.144514418,0.380952381
victor,-0.144570502,0.318048207
boutonniere,0.1889294,-0.115802943
lawbreakers,-0.22917342,0.186360964
areola,0.497845542,-0.231605886
waning,-0.099513776,0.042915932
multimedia,0.104076898,-0.118362124
flyhalves,-0.480388979,-0.314779271
sweaty,-0.180875203,0.330981775
henceforth,-0.152350081,-0.487523992
turnaround,-0.322528363,-0.065259117
slickster,-0.40356564,-0.165067179
charade,-0.106645057,-0.345489443
snowline,0.108717269,0.339212228
thisyear,0.059993371,0.119341564
admn,-0.012317666,-0.037108125
admi,0.120649652,-0.214331414
ibid,-0.115721232,0.423280423
orleans,0.064965197,-0.358925144
bromine,0.058667551,0.194003527
jlitke,-0.472933549,-0.282789507
cybercrime,-0.025931929,0.048794827
screengrab,0.051044084,0.148736038
lockable,-0.069692058,0.188712522
nonfootball,-0.40356564,-0.43378119
fifteen,0.008949287,0.188124633
unbolted,-0.172123177,0.383303939
thatn,-0.18897893,0.101704879
invertors,-0.077795786,0.234567901
eastside,0.30294995,-0.259756878
ould,-0.318638574,-0.518234165
unwittingly,-0.141329011,-0.330774152
rehabilitation,-0.331928687,-0.30134357
oficial,-0.249594814,0.087595532
quaint,0.143520053,0.267489712
survey,0.238316208,0.162845385
derby,-0.391247974,0.243386243
xenotransplantation,0.087504143,0.211640212
maker,-0.114100486,-0.033269354
torchlight,0.020881671,-0.027511196
reprocessing,0.09579052,0.072898295
panicked,-0.038573744,0.172251617
nucleosomes,0.011600928,0.30335097
shalwar,0.107059993,0.055261611
japes,-0.182820097,0.069958848
tds,-0.437277147,0.139917695
pillion,0.11203182,0.118165785
dumbest,-0.308589951,-0.333973129
milelong,0.080543586,0.16872428
confidence,-0.334197731,-0.026231606
viognier,0.112363275,0.286890065
repechage,0.311236327,0.146972369
lube,0.228372556,-0.148432502
next,-0.369205835,0.081128748
eleven,-0.221393841,0.145208701
humus,-0.046353323,-0.007037748
nonpolitical,0.004640371,-0.127319258
bullshitter,-0.173095624,-0.08381318
baba,0.000331455,-0.396673065
pencil,-0.044732577,-0.038387716
thalassotherapy,0.197878687,0.38154027
babe,0.531653961,-0.257197697
comparison,-0.200972447,0.365079365
undeclared,0.175671197,0.149911817
babu,0.048060988,-0.134357006
losin,-0.15623987,-0.486244402
baby,0.382167716,-0.290467051
central,-0.091410049,0.276895944
documentarian,0.003646006,-0.062060141
resection,0.084521047,0.035273369
clients,0.123632748,0.279247501
larch,0.051706994,0.281599059
sexcapades,0.058999006,-0.394753679
sensorless,0.171030825,0.243974133
stroboscopic,0.136228041,0.0893592
electrosurgical,0.061319191,-0.127319258
mannitol,-0.106645057,0.316872428
wedge,-0.01458671,0.166372722
loca,0.28405701,0.120517343
process,0.049055353,-0.087651951
hiatus,0.1889294,0.031746032
loch,0.15246934,0.398001176
loci,0.180311568,0.154614932
rode,-0.229821718,0.42739565
loco,-0.130307942,0.108759553
ette,0.381173351,0.184597296
locr,0.036128605,0.158142269
clutchless,-0.136142626,0.262786596
floury,0.182631753,0.416813639
cheekier,0.089492874,0.197530864
malware,-0.033387358,0.058201058
cavitation,0.030825323,0.233392122
merlot,0.02021876,0.351557907
tightrope,-0.023338736,-0.08509277
bilingual,0.349685118,0.169312169
hormones,0.28405701,0.132863022
burley,-0.183792545,-0.104926424
comedy,0.045409347,-0.387715931
corpsmen,-0.224959481,0.15755438
paler,0.022538946,0.380952381
hellraiser,0.102751077,-0.198336532
sleeker,-0.056077796,0.222222222
sulfatase,0.22671528,0.128747795
underway,-0.009400324,0.194591417
summonses,-0.048946515,0.035861258
neurodiagnostic,0.09512761,-0.074216251
paintball,-0.337439222,0.245149912
exome,0.196884322,0.037037037
upstate,0.051375539,0.132863022
hagglers,0.039443155,0.209876543
viremia,0.157441167,0.25867137
manpower,-0.186709887,-0.011516315
couchsurfing,0.256877693,0.126396238
rehabber,0.108385814,-0.248240563
robot,0.002320186,-0.049904031
sandboarding,0.039443155,-0.116442738
tounge,0.146171694,0.106995885
dae,0.077229035,-0.213691619
aganist,-0.2726094,-0.115802943
leftfield,-0.010048622,0.13521458
houston,-0.002593193,-0.118362124
evolutionary,-0.044084279,-0.063979527
thigh,-0.229821718,-0.104286628
strychnine,-0.018800648,0.064667842
insight,-0.02171799,-0.245041587
spatula,0.159429897,-0.02431222
mutt,0.025190587,-0.37428023
superfoods,0.247596951,0.117577895
hotcakes,0.003314551,0.238683128
directx,0.094796155,0.773074662
perfect,0.07424594,0.194003527
powersports,-0.113452188,0.0111699
byline,-0.260615883,-0.175303903
gurudwara,-0.035008104,0.165784832
sharemilkers,0.219091813,0.344503233
overcoach,-0.562074554,-0.143953935
meantime,-0.073905997,0.081128748
thieves,-0.023014587,-0.211132438
backstreets,-0.068395462,-0.44465771
stalled,-0.126418152,0.052322163
teleradiology,0.13291349,0.135802469
choleric,-0.226904376,0.009406232
bikeway,0.218760358,0.02292769
subparagraph,0.023864766,-0.107485605
physicians,-0.136790924,0.109347443
prophetess,0.314550878,-0.671145234
staphylococcal,0.17003646,0.302175191
snaky,-0.015559157,-0.18106206
maintanence,0.059993371,-0.064619322
creedal,-0.028525122,0.099941211
seawater,0.111037454,0.294532628
snake,-0.205510535,-0.309660909
depature,-0.358508914,0.038212816
sealable,0.011269473,0.279247501
realize,-0.081037277,-0.184900832
disgorgement,-0.135494327,-0.104926424
ecstacy,0.031819688,0.25808348
disapprobation,-0.165316045,-0.052463212
pwedeng,0.183294664,-0.068458093
gumdrops,0.260855154,-0.230326296
reticle,-0.14554295,0.083480306
ruefully,-0.3089141,-0.207293666
scenic,0.11402055,0.172251617
concave,0.007292012,0.302175191
preelection,0.050712628,-0.083173385
tighthead,-0.288492707,-0.116442738
shortage,-0.050567261,0.131687243
somatropin,-0.075526742,0.268665491
gasfield,0.047729533,-0.045425464
firetiger,-0.105996759,0.043503821
strode,-0.283954619,-0.194497761
homogeneous,0.091481604,0.452087008
containerisation,-0.036628849,0.077013521
suitors,-0.040518639,0.164609053
muchneeded,-0.061588331,-0.267434421
bump,0.009280742,-0.05950096
malcode,-0.205186386,0.326866549
viscometer,0.063307922,0.462669018
polychrome,0.250911501,0.152263374
bumi,-0.048946515,0.049382716
alaska,0.136228041,0.271017049
watchdog,0.174676831,0.11228689
comprar,0.137885317,0.39329806
agoraphobic,0.346702022,-0.370441459
bigfoot,-0.124149109,0.07877719
witness,-0.107941653,-0.476647473
henhouse,-0.08719611,0.22457378
trully,-0.211993517,-0.107485605
matrix,0.071262844,0.13521458
mindboggling,-0.140356564,-0.135636596
cushier,-0.030145867,0.391534392
yous,0.139874047,0.520282187
boutique,0.743122307,-0.145233525
feminisation,0.45210474,-0.24056302
cardiometabolic,0.029830958,-0.055022393
bicameral,0.148823334,0.12404468
clubless,-0.528687196,-0.472168906
unprepared,-0.063533225,0.206349206
allophones,0.175339741,0.201058201
burka,0.502485913,0.041740153
sterilisations,0.211468346,-0.145873321
matric,0.236990388,-0.59053103
nanomachines,-0.149432739,0.051146384
backcheck,-0.295299838,-0.028150992
unwieldy,-0.117017828,0.216931217
cheong,-0.051863857,-0.260396673
busbar,0.078886311,0.296296296
greedy,-0.42560778,-0.305822137
hight,-0.123824959,0.410346855
nanopillars,0.071262844,0.005291005
touchpoints,0.267484256,0.223985891
bootmaker,-0.170502431,-0.004478567
durbar,-0.081037277,-0.66346769
pothead,-0.251539708,0.072898295
juvenilia,0.157772622,-0.042866283
backless,0.458733842,0.095238095
mainland,0.219754723,0.476190476
could,-0.432090762,-0.090850928
beachwear,0.660258535,-0.224568138
chilly,0.09579052,0.253968254
length,-0.059319287,0.158142269
ratification,-0.052188006,0.300999412
nonrelated,0.136228041,-0.203454894
pressroom,0.079880676,0.097589653
silang,0.254888963,0.015285126
gamekeeper,-0.186061588,0.04526749
importuning,0.047729533,0.16872428
khana,0.235664567,0.21399177
perifosine,0.148491879,0.156378601
tubelights,0.011269473,0.31452087
scene,-0.085575365,-0.053103007
soothing,0.147497514,0.118753674
blowdown,-0.04732577,0.181657848
dobutamine,0.049055353,0.29218107
regrow,-0.026580227,-0.300703775
starker,0.051706994,-0.057581574
scent,0.219423268,-0.131797825
residental,0.287040106,0.106995885
langbeinite,0.086178323,0.074661964
erstwhile,-0.292382496,0.054085832
opthamologist,-0.202593193,-0.390275112
festival,0.125952933,-0.223928343
backdoor,-0.120259319,0.288653733
opossum,0.028836593,0.043503821
sergeant,-0.121231767,0.203409759
heartrending,0.444812728,-0.417786308
scullery,0.157772622,0.223985891
radium,0.227046735,0.11228689
pervasive,0.124958568,-0.193857965
enforcement,0.073583029,0.243974133
pinon,0.199204508,0.212228101
vigorous,0.086841233,-0.031349968
liang,0.17069937,-0.095329495
quarry,0.001657275,0.199294533
stampers,0.106397083,-0.15674984
stationhouse,-0.084602917,-0.416506718
amsterdam,0.238647663,0.320987654
laymen,-0.136142626,0.138741917
monotheism,-0.029821718,-0.322456814
chong,0.278422274,-0.226487524
gayi,0.127278754,0.105232216
confiscatory,-0.055753647,0.104644327
egregious,-0.114424635,-0.382597569
roulette,-0.109886548,0.227513228
gaya,0.111037454,0.087007643
gentile,0.07557176,0.075249853
orchestrated,-0.191247974,0.068783069
cochairwoman,0.721246271,-0.262316059
settable,-0.128687196,0.540270429
quadruplets,0.444481273,-0.413307742
twos,-0.318314425,0.21340388
cochair,0.351342393,0.05643739
blogosphere,0.042094796,0.052910053
FALSE,-0.015883306,-0.112603967
chivalrous,0.084189592,-0.34996801
nonworking,0.292674843,0.161081717
tonight,-0.26547812,0.128747795
interscholastic,0.127941664,0.029982363
kenkey,0.219423268,-0.410108765
synthase,0.143520053,0.302175191
mustachioed,-0.614262561,0.266901822
multiclient,0.020550215,-0.117722329
thatwill,-0.120907618,0.305702528
dishes,0.219423268,0.206349206
dandiya,0.363606231,-0.379398592
uncalled,-0.154619125,-0.595009597
tito,-0.184764992,-0.330774152
cuatro,-0.129335494,-0.117722329
septal,0.211468346,-0.087651951
bullfrogs,-0.074554295,0.365079365
itwas,-0.052836305,0.131687243
machinima,-0.10178282,0.062316285
unsterilised,0.046735167,-0.101087652
worldwide,0.004308916,0.041152263
stewpot,0.099767981,-0.2296865
limonene,0.102751077,0.19047619
manor,0.005966192,0.24691358
petals,0.392442824,0.230452675
scabrous,0.059993371,-0.236724248
cipher,0.121644017,-0.190658989
bint,0.490222075,-0.220089571
romaine,0.163075903,0.109347443
unsexy,0.276102088,-0.126679463
unsparing,-0.029497569,-0.396673065
stiches,-0.145867099,0.06760729
dublin,0.260855154,0.527336861
placement,0.19025522,-0.064619322
hyperthyroidism,0.179980113,0.052322163
mirrorball,0.370898243,-0.104286628
bleaker,0.05667882,-0.255918106
bree,0.149486245,0.279247501
bred,0.07557176,-0.092130518
hydrocephalus,0.155452436,-0.25271913
thanksgiving,0.038780245,-0.129238644
russ,-0.176012966,0.226337449
epithelium,0.260192244,-0.163147793
chilliest,0.120649652,0.156378601
taskforce,-0.180875203,-0.038387716
undersea,0.045409347,0.058788948
haylage,0.067616838,0.266313933
kickabout,-0.315397083,0.114050558
woolly,0.004308916,0.25808348
danceable,0.229035466,-0.266794626
uncommitted,-0.18184765,-0.082533589
rubric,0.083195227,0.086419753
amajor,-0.234035656,-0.403071017
abotu,-0.104376013,0
fictious,-0.088492707,-0.414587332
putrefying,0.066953928,0.010582011
tapu,0.159429897,-0.04734485
jay,-0.281685575,-0.044145873
jaw,-0.227876823,-0.395393474
jar,0.179648658,-0.053103007
coverboy,-0.452512156,0.01175779
terminal,0.072257209,0.08994709
jao,-0.002593193,0.017636684
jal,0.132582035,-0.040307102
jam,-0.208752026,0.335684891
tape,-0.167909238,-0.063979527
jak,0.045409347,0.163433275
jah,-0.043435981,0.086419753
jai,0.011600928,0.104056437
jad,-0.134846029,0.144620811
jae,0.189923765,-0.192578375
jab,-0.223338736,-0.2296865
leaderboard,-0.074230146,0.399176955
dromedary,0.031156778,0.099941211
antagonism,0.008617832,-0.079974408
disarm,-0.225931929,-0.346129239
stickin,-0.390599676,-0.22840691
changeup,-0.143273906,-0.106845809
singlefamily,0.266158436,0.120517343
molasses,-0.157860616,-0.212412028
swingman,-0.451539708,0.176366843
governemnt,-0.298541329,0.300999412
trialware,-0.015235008,0.423868313
sinus,-0.086547812,0.135802469
wring,0.07424594,0.034685479
styrofoam,0.089161419,0.231628454
monkish,-0.252188006,0.298059965
aer,-0.017504052,0.32627866
aet,-0.082982172,0.186948854
rapper,-0.099513776,-0.911068458
solenoid,-0.085251216,0.192827748
vying,0.029168048,-0.136276392
stuff,-0.357212318,0.001175779
trawlerman,-0.05802269,0.647854203
ohio,0.069937024,0.109935332
logbook,-0.179902755,0.407407407
raceway,-0.004862237,0.029394474
discontentment,-0.226580227,-0.353806782
reupped,-0.310858995,0.122868901
allusion,-0.122852512,-0.165706974
pronoun,0.270798807,-0.223928343
prises,-0.051539708,0.222222222
frame,-0.279740681,0.335684891
oppotunity,-0.228849271,-0.148432502
skateboarding,-0.227876823,-0.074856046
folkstyle,-0.110858995,0.0781893
airmail,0.148491879,-0.042866283
dungeon,0.004308916,0.219282775
pageboy,0.283725555,-0.076135637
destiny,-0.210372771,-0.548944338
nuclear,0.065959562,0.062316285
posse,-0.34165316,0.069958848
thermonuclear,0.087504143,0.407995297
babesiosis,0.092807425,0.105232216
micromachining,-0.012641815,0.137566138
roiled,0.137553861,-0.245041587
butternut,0.109380179,0.085243974
membrane,0.016904209,0.298059965
fluconazole,0.288365926,0.270429159
debe,0.147166059,0.217519106
controversialist,-0.35623987,-0.015355086
eyeholes,0,-0.078694818
keynote,-0.066774716,0.28042328
raltegravir,0.175339741,0.374485597
toner,0.234338747,-0.140754958
lawsuit,0.011269473,0.014697237
staring,-0.129983793,0.048206937
slitter,-0.050243112,0.205173427
hammy,-0.408752026,-0.257837492
mortarman,-0.438573744,0.193415638
fingerstyle,-0.368233387,-0.033269354
whispered,0.01823003,-0.243122201
exurban,0.068611203,-0.055022393
doorway,0.004640371,0.003527337
buiding,-0.11280389,0.19047619
cankles,0.56745111,-0.282789507
bristol,0.305601591,0.199882422
apostrophe,0.013589659,-0.495201536
narked,-0.251215559,0.006466784
writin,0.106728538,-0.198336532
indica,0.224395094,0.145208701
carbonyl,0.196884322,0.367430923
milllion,-0.249918963,-0.345489443
unreflective,0.031819688,-0.165067179
pawpaw,0.031488233,-0.451055662
oregano,-0.028200972,0.228101117
caddisflies,0.134902221,0.239858907
tsa,0.255551873,-0.357645553
undergraduate,0.26582698,-0.278950736
rougher,-0.144246353,0.061728395
ultrasonography,0.309247597,0.042328042
mailman,-0.282658023,0.106407995
balloonists,0.053364269,0.191651969
catholicism,0.00066291,0.095238095
attainder,0.000994365,0.292768959
moneyman,-0.483306321,0.013521458
genetic,0.13158767,-0.101727447
toughman,-0.366612642,-0.147152911
spygate,-0.532901135,0.142269253
eviscerated,0.099105071,0.13462669
duckweed,-0.008752026,0.091122869
inflorescence,0.177328472,0.0111699
kaha,0.136228041,0.21340388
antifungal,0.011269473,0.277483833
infastructure,-0.115072934,-0.215611004
bamboozled,-0.341004862,-0.058221369
chlamydia,0.162744448,-0.258477287
swarmed,-0.221069692,0.037624927
localising,-0.006807131,0.208700764
lymphoid,0.141531323,0.22457378
rosiest,-0.215883306,0.260435038
shiftless,-0.178606159,-0.354446577
avtaar,0.430891614,-0.236724248
cardioid,-0.104700162,0.412698413
altruism,0.048392443,-0.573256558
aftershocks,0.157441167,-0.092770313
sortable,-0.163371151,0.335684891
