word,gender,religion,race,age,economic
learned,-0.367105617,0.023557763,0.161391262,-0.616056917,0.404867401
hotel,-0.029965063,0.782127576,0.155654511,-0.150694594,-0.99280203
produced,-0.53832975,-0.152285291,-0.438048508,0.968244837,0.016680785
seeing,-0.523313625,-0.80116624,0.790387933,-0.609432979,-0.600124281
seat,-0.34604273,0.269168347,-0.202010531,-0.111380294,-0.751695925
produce,-0.337879602,-0.118747472,-0.416387426,0.932175114,0.877533068
millions,0.140843677,-0.257617635,0.138203554,0.358568717,0.243826155
box,-0.553413061,-0.220203586,0.031532074,0.837197262,0.492506679
decisions,-0.903755711,-0.157543481,0.109359329,-0.046582232,0.285984231
coverage,-0.278083848,0.58240299,0.934929996,-0.547578889,0.112236919
voice,0.476929924,0.010278857,-0.151468007,-0.779478058,0.458786734
rule,-0.964424886,0.813800226,-0.349569172,-0.396362967,0.725060272
respect,-0.895122279,-0.108096265,-0.58030158,0.205545648,0.396136053
cancer,0.562533999,0.421580682,0.685080435,0.367255364,0.033524467
shown,-0.529058049,0.547435204,0.086853613,0.816487373,-0.148671741
fired,-0.96684359,0.456548468,0.014041,-0.861786623,0.388023718
decades,-0.530368181,-0.590434138,-0.23480134,0.190646033,-0.131686603
reasons,-0.331093792,-0.423284347,0.055802945,-0.204698089,0.848667492
tonight,-0.803681806,-0.898510179,0.869178,-0.793063265,0.184466019
commitment,-0.578943832,-0.81990697,-0.799066539,-0.053390168,-0.546683238
alleged,-0.661448535,0.949736881,-0.901108984,-0.937992579,-0.286417068
competitive,-0.3046896,-0.75674127,0.553777029,0.776160617,-0.479881933
rebounds,0.704515108,0.401416417,-0.916786341,0.552954036,0.070697856
individuals,-0.124832034,0.332513648,0.260199783,-0.452022448,0.276080016
thinking,-0.836166353,-0.928441418,0.900509488,-0.317397038,0.392063595
established,-0.3330086,-0.516954294,-0.917703846,0.452856239,-0.394490187
books,-0.007289707,-0.096366455,-0.514121589,0.776735891,0.875643448
approval,-0.413430529,-0.590400431,-0.820647838,-0.056334141,-0.055978458
deliver,-0.695243214,-0.180059323,-0.328745811,0.378588276,0.387046328
remained,-0.597621607,-0.245753,0.155092871,0.132945982,0.42676093
guard,-0.845673206,0.147100772,-0.580939844,-0.748382348,0.224669316
infrastructure,-0.513336469,0.000491811,-0.654180629,0.13139274,0.57698573
appeal,0.219524257,-0.487730888,-0.603318972,-0.163881137,-0.748278183
digital,0.644330152,-0.252325738,-0.363371629,0.92883852,-0.620993216
ordered,-0.588013975,0.973294644,-0.916187969,-0.183292956,0.114875872
citizens,0.846595124,0.762455122,-0.000478698,-0.64610997,0.854434091
speech,-0.393173878,0.767766685,0.132747623,-0.210003373,0.446210986
push,-0.463383499,-0.611096131,0.65623621,-0.736667791,-0.009528248
highly,-0.798844397,-0.413442092,-0.418382001,0.951849508,-0.746931801
decline,-0.400665144,-0.581872725,-0.413156215,-0.250482995,0.538900111
holiday,0.6415113,-0.125455036,0.696714406,0.370419375,-0.55600435
self,0.139656792,-0.207361467,-0.366842189,-0.168450428,0.688962012
accident,-0.349603601,-0.580153701,0.859710354,-0.814805728,0.807649704
radio,-0.721210696,-0.45206957,0.611425362,-0.629550124,0.743532938
require,-0.136824778,0.642895785,-0.367320887,0.554162112,0.171727373
murder,-0.03940473,0.101067231,-0.513323759,-0.910638167,0.27565648
wide,-0.821956463,-0.649656195,-0.049226105,0.132830927,-0.064471027
policies,-0.412456329,-0.205608737,0.453925462,-0.496182036,0.949012836
park,-0.361932276,-0.426756101,0.706783809,-0.489466098,-0.393402724
champion,-0.799516259,-0.572300121,0.191439002,0.136340102,-0.551084874
platform,-0.231255039,-0.736315222,-0.82391894,0.635045734,-0.702552949
pleased,-0.385514647,-0.208271538,-0.144287538,0.383535638,-0.730671638
heavy,-0.688423811,-0.327288661,0.033738516,-0.27112147,-0.35906996
eventually,-0.739653319,-0.687306188,0.163156417,-0.393602993,0.043624161
crash,-0.166487503,-0.438115141,0.860111526,-0.685025606,0.230370756
minister,-0.345538834,-0.137488203,-0.848891016,-0.832070901,0.771225647
hot,0.145789031,-0.873668599,0.942512135,-0.247293692,-0.102221532
serving,-0.829951626,-0.277302144,0.159626108,0.200483231,-0.448863342
asking,-0.143207471,0.767717504,0.518554178,-0.930111319,0.684531179
keeping,-0.623958613,-0.438755562,-0.044718366,-0.314759729,0.486055907
provider,0.528312151,0.575124182,-0.008137865,0.767761606,0.560989118
partners,-0.078943832,-0.446474316,-0.656534227,0.013806593,-0.766972192
remember,-0.843288095,-0.5546717,0.776306816,-0.698334816,0.657099107
seek,-0.150295619,0.723208577,-0.210666986,-0.437731915,-0.013101341
manufacturing,0.036447258,-0.585782661,-0.056207117,0.955588794,0.518928781
teachers,0.880322437,0.34603846,0.329281502,0.185295979,0.916042223
towards,-0.04780301,-0.30328974,-0.783508856,-0.598178417,-0.049142976
buying,0.153948865,-0.384083861,-0.026487953,-0.153055905,-0.317021387
warned,-0.645424617,0.723011853,-0.624660922,-0.113741605,-0.165242608
initial,-0.421895996,0.617419958,-0.566738471,-0.031003711,0.180002606
pounds,-0.552102929,0.389317858,0.15974646,0.848702756,-0.091243333
brother,-0.999664069,0.53297595,-0.741742461,-0.850072066,0.386166678
panel,-0.374193765,0.48959819,0.046174831,-0.12251219,-0.5145254
becoming,-0.484580758,-0.783638938,0.400529546,0.237300811,-0.772771995
entered,-0.436072292,-0.230686261,0.007983311,0.365587068,-0.53363368
sides,-0.730784735,-0.386207361,0.316845188,-0.474408906,-0.041789654
victim,-0.482430798,0.876752078,0.172463594,-0.982152167,0.777155144
setting,-0.453876646,-0.70345153,-0.193872666,-0.401300255,-0.4661074
environmental,0.863063152,-0.355231226,0.643840013,-0.428869331,0.442496905
bus,0.349982691,-0.268336255,0.516107033,-0.279370726,0.706652766
note,-0.119759473,0.307775537,0.097845709,0.326410861,0.171988011
carried,-0.801195915,0.822505287,-0.830700495,-0.050292864,0.415618688
consecutive,-0.839088955,-0.703518943,0.022144662,0.610193868,-0.724457563
older,-0.72534265,-0.104118916,0.108276166,-0.184979607,0.420440477
criminal,-0.877721043,0.527910294,-0.329663316,-0.631635438,0.001596403
bought,-0.284735286,-0.274369691,-0.543122706,-0.044711583,-0.046968049
announcement,-0.702700887,-0.0923554,-0.011169619,0.013288845,-0.56019885
decade,-0.763370062,-0.621545099,0.281181049,0.116550653,-0.764227642
clean,-0.308284063,-0.820749629,0.553375858,-0.03753565,0.943767512
stated,-0.709688256,0.006639453,-0.637266635,0.731921993,0.432071415
penalty,-0.959856221,-0.06289605,-0.387306526,-0.231316508,-0.271710424
boost,-0.292764042,-0.545874343,-0.444710388,0.548409365,0.469309963
attend,0.176994214,-0.062019685,-0.25426839,-0.673341715,-0.593651287
separate,0.533405865,-0.170587839,0.35275003,-0.161979822,0.030820356
enjoy,0.064536868,-0.306727788,-0.074836445,0.712017488,-0.915747501
table,-0.147776135,0.233610387,0.097404421,0.430650636,0.287548055
analysis,-0.068429186,-0.374848321,0.067757853,0.799114077,0.463087248
skills,-0.861898683,-0.61645544,-0.503949258,0.115112466,0.694109598
jail,-0.180798173,0.835538288,-0.111416946,-0.916894109,0.62357464
protection,0.451659166,-0.448227046,-0.06590075,-0.886871723,0.58558676
analyst,-0.319470572,0.603845965,0.1322261,0.923028246,0.354792468
mostly,-0.563793335,-0.316300391,0.549845549,-0.451010457,0.821365739
paying,-0.485588551,0.622092165,0.008063546,-0.521021804,0.292891119
draw,-0.366568127,-0.441418363,-0.236037977,0.228844273,0.106372581
perhaps,-0.907686106,-0.844377781,0.174389217,-0.552025514,-0.37175703
reading,0.610553385,0.075345497,0.612267822,-0.047563556,0.876620838
cross,-0.466003762,-0.997674262,-0.390777086,-0.000919991,0.115722943
commission,-0.310669175,0.468548665,-0.61660284,-0.271274801,0.143741448
drivers,-0.207739855,0.910195249,0.724114414,0.252373008,0.576692513
offices,0.83690223,0.750848375,-0.071325993,0.845768855,-0.511521931
presence,-0.253560871,0.003147593,-0.97063986,0.340447564,-0.964994045
meetings,-0.405939264,-0.253909937,-0.252991862,-0.492900733,-0.720418414
votes,-0.488511153,-0.536874747,-0.239269188,-0.389463032,-0.087048832
strength,-0.35971513,-0.968855332,-0.582814744,-0.389248367,0.096566104
delivery,-0.183116098,-0.236214103,-0.754467847,0.443249151,0.91252362
location,0.728104446,0.546008951,0.004814057,0.69924639,-0.661488271
positions,-0.40019484,-0.370938385,0.557989329,0.401886901,-0.414996634
regarding,0.215567974,-0.085479304,0.36089381,-0.266490846,0.7775461
hoping,-0.583814835,-0.687946609,0.224936816,-0.346898096,-0.016674434
offensive,-0.937248052,0.253873014,0.162875597,-0.561225429,0.705936014
spread,0.204342021,-0.161520831,0.714285714,-0.035695667,0.650974132
whom,-0.943765117,-0.277504382,-0.504507739,-0.81038977,-0.105898193
deficit,-0.820747111,-0.362983686,0.700324949,-0.196448833,0.136671662
powerful,-0.433552808,-0.315188081,-0.781673847,-0.118249563,-0.970327792
continuing,-0.33871943,-0.135600647,0.079632527,-0.124321506,0.179774549
natural,-0.057948132,-0.612848861,-0.880524972,0.010700109,-0.581637409
revealed,0.066317195,-0.159026561,-0.007619276,0.036127251,-0.830303972
feeling,-0.576894652,-0.72441688,0.692100935,-0.149651937,0.158011338
grew,-0.229877721,-0.76884185,-0.124541248,-0.0214358,-0.624152038
watching,-0.868919645,0.024098756,0.670437678,-0.488883437,-0.668479105
suggested,-0.377788229,-0.161352299,-0.466411361,-0.399613604,-0.223033504
slow,-0.677371674,-0.458945665,0.257752638,-0.365205925,0.738255034
challenges,-0.015923139,-0.627511123,-0.607467688,0.751596387,-0.026875874
larger,0.447702883,0.07588649,0.158021423,-0.072341991,-0.961990575
quick,-0.891662188,-0.359646757,0.416496169,-0.285228005,0.471623119
definitely,-0.701793873,-0.785796144,0.101456252,0.063913018,-0.231526073
flight,-0.01948401,0.463384646,-0.356231052,0.021975493,-0.499404484
university,-0.154864284,0.703142674,-0.153263124,0.167577518,0.236267674
junior,-0.502351518,-0.962114062,-0.129288336,-0.244411052,-0.387758272
inflation,-0.724973126,0.408400138,-0.80923887,0.458378876,0.741122043
ones,-0.489922064,0.37510451,0.434147711,0.008283956,0.890304294
honor,-0.570276807,-0.210833221,-0.755026328,-0.042779601,-0.761949148
active,-0.215634238,-0.199979776,-0.530596777,-0.012511883,-0.562063073
voted,-0.444101048,-0.352905487,0.037028122,0.185008341,-0.408420071
solid,-0.89330825,-0.965450991,-0.320807404,-0.00745193,0.604287483
determine,-0.014377855,0.182068559,-0.025051859,-0.105216351,0.641232814
reduced,-0.080757861,-0.025549414,0.069803827,-0.009475912,0.843031211
fees,-0.042797635,0.668814243,-0.039811712,-0.626054157,-0.491792243
multiple,0.043964196,-0.037548874,0.430336583,-0.076849949,-0.600745689
decide,-0.667932008,0.075296316,0.102058009,-0.438866571,0.205707956
advertising,0.58434301,-0.542031819,0.924860593,0.596214693,-0.846408783
language,0.426882943,0.225643043,-0.232966332,-0.022999785,0.804913012
expressed,-0.371976619,-0.176284212,-0.721278124,0.624057988,-0.138159598
steps,-0.169174953,-0.223607928,-0.32443753,0.198182132,0.580862709
easily,-0.628527278,0.20901982,0.21968147,0.862279238,0.000325797
bringing,-0.682074711,-0.90912768,0.799895695,-0.2928946,-0.487753094
physical,-0.655737705,-0.286301739,-0.413794479,0.616406834,0.100508243
throw,-0.917024993,-0.689362276,-0.337721398,-0.621699531,0.805271389
forecast,-0.037389143,0.329759504,0.048301039,0.556463211,-0.290663352
schedule,0.153701597,0.065312546,0.879969511,0.06569637,-0.524416136
denied,-0.797164741,0.183543993,-0.934857188,-0.536017664,0.480549945
finding,-0.279998656,-0.841647566,0.641473101,-0.162071821,0.802371799
ban,-0.774690943,0.706290267,-0.150949418,-0.420589408,-0.014240588
agree,-0.684090298,-0.900937037,0.832912103,-0.714833328,0.832442823
section,0.761089956,-0.286234327,0.879447988,0.315135477,0.391412002
admitted,-0.90493147,-0.583018741,-0.158369236,-0.435002607,0.235974458
actions,-0.612671325,-0.504887421,0.420507883,-0.287006655,0.893659999
normal,-0.027915883,0.110067378,0.310988085,-0.584991873,0.857040464
devices,0.186143119,0.669404416,-0.684059359,0.884369787,0.711148759
squad,-0.987772104,-0.326513415,-0.359063348,-0.391701677,-0.312723318
creating,-0.060299651,-0.46056357,0.485216833,0.549847552,-0.232199265
walked,-0.881147541,0.51128707,0.135234886,-0.530651047,-0.045362747
streets,0.364027496,0.347759799,0.85569864,0.744578036,0.735388024
clearly,-0.959755442,-0.528279628,0.30994504,-0.347572756,0.645012054
complex,-0.231389411,0.294939261,0.325550608,0.838462866,-0.899642691
lawyer,-0.626646063,0.828357842,-0.58325355,-0.135790733,-0.668064834
elected,-0.713249127,-0.253539167,-0.345540131,-0.250789659,-0.503288281
increases,0.455467089,0.515369104,-0.129767034,0.605016395,0.146054604
estimates,0.24988873,0.286430925,-0.261369076,0.019041592,0.175180817
excited,0.208595025,-0.809120938,0.122758455,0.151987574,-0.893946455
helps,0.077642055,-0.228764999,-0.39033828,0.248806305,0.396266371
relief,-0.618012631,-0.869050829,-0.585766715,-0.507651262,0.964194957
determined,-0.191951088,-0.264493731,0.41465078,0.050854283,0.499250668
maybe,-0.915748455,-0.825502225,0.963934689,-0.963752338,0.671890272
suspect,-0.964760817,0.983327596,-0.684139142,-0.748106351,0.48006125
sound,-0.848830959,-0.734056896,-0.048627733,-0.30568248,0.76992246
piece,-0.077768073,-0.26422408,0.265695832,-0.467294305,0.681989965
campus,0.472528559,0.037377662,0.791671681,0.3750791,0.125790057
southern,0.660600366,0.901785275,-0.652864209,-0.803643166,0.262820095
degree,0.122100786,-0.368039639,-0.115286421,-0.082676562,0.162898286
smaller,0.015429504,-0.256943508,0.432302323,0.297071852,-0.784060898
status,-0.311206665,-0.726135904,-0.319810116,-0.184550278,-0.646626275
headed,-0.958579683,-0.833625455,-0.442077549,-0.290931951,-0.801149604
healthy,-0.290714862,-0.800256168,-0.071086644,0.508945521,0.488369062
massive,-0.54360387,-0.499662936,0.711437397,-0.453862431,-0.865931334
testing,-0.285339962,-0.657678307,0.16227384,0.884024622,0.477324559
distribution,0.148459522,-0.752292032,-0.48879049,0.95702698,0.857301101
completely,-0.460393711,-0.588580289,0.881574197,0.344244377,0.92105949
onto,-0.44067455,-0.593400297,0.826493361,-0.081265908,-0.609807882
hitting,-0.799449073,-0.661015235,0.542183175,-0.750559661,0.489737408
closing,-0.258734211,-0.226371848,0.551450235,0.18753955,0.784518147
lawmakers,0.401760546,0.96227807,0.815019858,-0.492103407,-0.001139247
fresh,-0.082773448,-0.704159364,-0.432782831,0.767358914,0.342086401
winter,-0.03144316,-0.04506539,0.817627472,0.107173675,0.521046459
contest,-0.047231927,-0.036672509,0.316604485,0.239716965,0.061836189
outstanding,-0.921526471,-0.521942834,-0.22973512,0.625553702,0.574509676
exactly,-0.872883633,-0.855804234,0.610984073,-0.61645558,0.6596729
percentage,-0.339962376,-0.296615882,0.361254864,0.292469654,0.581123347
contributed,0.054843974,-0.773965215,0.711477514,0.109934994,-0.706902802
movement,-0.080791454,-0.866388028,-0.825275251,-0.468796958,0.787808692
storm,0.463478562,-0.176654982,0.800778273,-0.477107547,0.397178602
seventh,-0.675792798,-0.199002292,-0.539412797,0.727549905,0.105395191
fear,0.11334751,0.599911474,-0.728179352,-0.760924898,0.435068743
weight,0.124870184,0,-0.342628052,0.36529943,0.220238483
secure,-0.841238914,-0.110725361,-0.389301101,0.148593453,0.304619795
conducted,0.005390436,0.737274382,-0.619834051,0.904792038,-0.688312361
acquisition,-0.591474066,-0.334906296,-0.441638743,0.849795777,-0.153591217
maintain,-0.11337678,0.272463483,-0.626615606,0.215900593,0.072098782
rally,-0.353601182,-0.049346097,0.156336503,-0.886565059,0.433537499
knowledge,-0.764613007,-0.271504651,-0.923926919,0.347696025,-0.529749883
recorded,-0.353802741,0.035361235,-0.059518111,-0.076236622,-0.529801667
assistant,-0.412624295,-0.035897263,-0.344024254,-0.170781073,0.295888447
doctors,-0.05458882,0.132592338,-0.206438487,-0.579747922,0.846126279
proud,-0.227996506,-0.33413105,-0.457715015,-0.238523107,-0.757236808
advice,-0.290614082,0.059017361,-0.194311473,-0.359624644,0.774418453
finance,-0.001578877,-0.660577053,0.012957837,-0.146677298,-0.844026721
sex,0.874783641,-0.704732372,0.666987604,-0.794013923,-0.341825902
refused,-0.722184897,0.830521812,-0.769586724,-0.862215953,0.638724181
agent,-0.92129132,0.218511779,-0.581817457,-0.291299948,-0.197089742
draft,-0.973898146,0.13224807,0.354114013,-0.333343555,0.838861015
pitch,-0.988712712,-0.582883915,0.337465399,-0.389616364,-0.48599244
supporters,-0.718892771,-0.397128219,0.472098528,-0.746971695,-0.496504583
user,0.731862915,0.941081001,0.219641353,-0.099788402,0.154297257
presidential,0.376143613,0.936900605,-0.680947822,-0.609126315,-0.706333178
tie,-0.658190003,-0.724585412,-0.028322962,-0.27001748,-0.602040288
sort,-0.888974738,-0.965686935,0.65455129,-0.798859211,0.844432137
disease,0.364967113,-0.575805582,-0.691439285,0.22027268,0.701342282
tomorrow,-0.874193765,-0.618814885,0.341677699,-0.289061302,0.183358311
core,-0.368818866,-0.889476877,0.07734585,-0.383912417,0.369713951
willing,-0.85454179,-0.185553458,-0.370990905,-0.741359747,0.537173389
patient,0.249344741,0.722765947,-0.184777405,-0.429911987,0.376066984
considering,-0.406208009,-0.222124848,-0.409047391,-0.363825938,0.314165635
firms,0.202462786,0.673683175,-0.095300782,0.684001611,-0.553932992
technical,-0.811005106,0.606354203,-0.75239349,0.664729909,0.90779957
trouble,-0.83408358,-0.356444654,-0.588559119,-0.445674507,0.545839578
picture,-0.346848965,0.169232282,0.462871585,-0.424729369,0.32605721
extremely,-0.239955657,-0.000977484,-0.331697782,0.711327159,0.285886492
confident,-0.87758667,-0.089187003,-0.41116164,0.119369499,-0.624255606
count,-0.7509742,0.015246152,0.830785895,-0.404704223,0.108816055
visitors,-0.518711368,-0.346737225,-0.006821446,-0.103867031,-0.811506395
extended,-0.808619995,0.425761078,-0.34179033,-0.074335306,-0.722593341
reality,0.59650858,-0.84198463,-0.02828307,-0.433254623,0.449729589
expand,0.256861678,0.051836915,-0.678793681,0.85428292,-0.616384444
expansion,-0.216776404,-0.377713361,-0.738910164,0.259678997,-0.857179846
lived,-0.138101317,-0.547728192,-0.51468007,-0.431935969,-0.526021439
downtown,0.466198507,-0.291020628,0.918923256,0.794626934,-0.33773497
doubt,-0.932679387,-0.499123635,0.477795162,-0.512465884,0.032938033
nature,-0.032551733,-0.801267359,0.66016769,-0.572541323,-0.707731345
listed,-0.456564096,-0.589793717,0.311629959,0.447563712,-0.457770183
leads,-0.59604273,-0.772920318,-0.163355673,-0.109356313,-0.743565843
opinion,-0.799079549,-0.176351625,0.507562081,0.500316401,0.82133316
row,-0.45327197,-0.05854793,0.569783769,-0.059032782,-0.673191445
fellow,-0.971848965,-0.506909802,0.371685321,-0.621178202,-0.558852468
corner,-0.917932008,-0.619219361,0.237493481,0.886613358,0.176907539
author,0.602739726,0.355530419,0.12857544,0.807858252,-0.311635855
screen,-0.130744424,0.396596666,0.284871826,-0.107209666,0.195249886
shareholders,-0.187819135,0.032459549,0.250010029,0.899269401,0.544894768
faced,-0.811777748,-0.33625455,0.291812091,-0.518323162,0.240437871
plants,0.755600613,0.748143412,0.749588799,0.711097049,0.885645403
arrest,-0.938155066,0.951064772,-0.888662837,-0.955411083,-0.162032002
society,0.825280649,-0.295368747,-0.347933621,-0.64534331,0.477096501
character,-0.706093792,-0.662902791,0.037509528,-0.558526787,-0.031070374
labor,0.882003857,-0.855871646,0.203875316,-0.858443988,0.861764514
gains,-0.198098629,0.550976246,-0.509534067,-0.072495323,-0.243695303
science,0.715592701,-0.770628286,0.647169736,0.899441984,0.875415391
teacher,0.8665249,0.462204298,0.448589882,-0.069122022,0.754805499
web,0.676524405,0.589583436,0.829301561,-0.308289123,0.217534372
restaurant,-0.110756517,0.761963311,0.523408352,0.957199563,-0.616125524
learning,-0.508163128,-0.347276527,0.109800618,0.61468101,-0.016415514
recession,0.077246427,-0.27871781,0.853331729,-0.114600264,-0.250530786
raising,0.600267049,-0.246797897,0.801339913,-0.609555644,0.152537955
failure,-0.463450685,-0.703485237,-0.59925004,-0.260510902,0.940998241
airport,-0.387026337,0.892391679,-0.104156694,-0.188506241,0.460643774
intelligence,-0.340399086,0.969556878,-0.868796873,0.275326468,-0.25778054
selected,-0.283895458,-0.036268033,-0.578666028,0.895415061,-0.59447983
zone,-0.985084655,0.338464565,0.236891724,-0.209788709,0.040170717
buildings,-0.041185165,0.853145134,0.499939824,0.584709199,0.195543103
industrial,-0.496976619,-0.27484158,-0.329144726,0.726054191,0.138626442
contracts,-0.850073905,-0.205777268,-0.364608266,-0.117728235,0.593764254
advance,0.44765343,0.093788423,0.345007422,0.104239774,0.408614061
fit,-0.891225477,-0.758392881,-0.293721079,-0.281701371,-0.119051318
assists,0.126452698,-0.231292976,-0.911041966,0.433181844,0.455235551
tickets,-0.044510884,-0.228124579,0.481124885,-0.33288356,0.200658109
youth,-0.917058586,-0.907914251,-0.666586884,-0.946149836,0.871049717
variety,0.228821522,-0.530807604,0.221486741,0.73652419,0
matches,-0.507625638,-0.24925846,-0.32124621,-0.400686927,0.070925914
defensive,-0.987301801,-0.717574491,-0.147399075,-0.483731485,-0.314328621
package,-0.587812416,0.195396646,-0.116523057,0.052752689,0.547631459
requirements,0.229266604,0.355284513,0.067717736,0.610711615,0.098748941
connection,-0.136052137,-0.29368343,-0.735080581,-0.167346438,-0.229972555
writing,0.704465655,-0.367298099,0.984193846,-0.347358091,0.830650942
ongoing,0.065674299,0.538484237,-0.623065262,-0.009199914,-0.45890943
explained,-0.216440473,-0.007347984,-0.468326153,-0.180594314,0.563595491
accept,-0.546560064,-0.38492652,-0.143689165,-0.388635039,0.720010425
lawsuit,0.435883487,0.473811046,0.330685602,-0.089699163,-0.36600901
profile,-0.338753023,0.497958983,0.489870422,-0.530988377,-0.995960851
ending,-0.488175222,-0.745449643,0.722469611,-0.378821798,0.514726005
expenses,0.459769547,0.302218069,0.047899868,0.011160329,-0.36181451
employee,0.733939963,0.974032361,0.113651863,0.294022896,0.605883886
resident,0.6624796,0.878866867,-0.261448859,-0.123278849,-0.482522914
myself,-0.902445579,-0.657374949,0.783046496,-0.67576436,0.415260311
stuff,-0.944638538,-0.913442092,0.836803466,0.062474832,0.928292174
standing,-0.890788766,-0.274066334,-0.441878092,-0.538010979,0.507460742
covered,0.272785718,0.20164265,0.601676897,-0.426998681,0.540040399
politics,0.014588794,-0.653296481,0.79744855,-0.693520194,0.11692839
aware,-0.610084655,-0.003842524,-0.501515877,-0.393020332,-0.358500337
device,0.458187033,0.723257758,-0.705640657,0.183627682,0.87170131
display,-0.25473663,-0.306289605,-0.406254986,0.70948628,-0.432862099
culture,0.121606251,-0.737225293,-0.423408329,-0.076451286,-0.649681529
train,-0.15913061,-0.294593501,0.370321338,0.457688546,-0.193620216
driven,0.135947777,-0.610624242,0.530709672,-0.160170505,-0.533944384
closer,-0.456026606,-0.699878657,-0.305169938,-0.391885676,-0.874268552
illegal,-0.830455523,0.531844784,-0.904659327,-0.719617284,0.87456832
meant,-0.372144585,-0.392308211,-0.105792245,-0.750988991,0.860689386
technologies,-0.254232733,-0.188485911,-0.229296314,0.992809066,0.618427054
card,-0.542226552,0.541533468,0.111766358,0.866363689,0.336613019
dog,0.162355967,0.907785374,0.702049986,-0.574135975,-0.040184351
enter,0.071312002,-0.054806526,0.454607454,0.215670483,-0.202682409
communications,0.8455566,-0.592287987,0.453323705,0.731806938,-0.061312205
weapons,-0.845303682,0.837849801,-0.773176959,0.416096186,0.446634521
gained,-0.512395861,0.017606846,-0.692675921,0.237128229,0.02091614
supported,-0.398851115,-0.468484562,-0.392332855,-0.247569689,-0.015120916
eye,-0.592851384,0.673289726,0.030970434,-0.873838511,0.119697661
associated,-0.096479441,0.224954507,-0.234123185,0.079387908,-0.577546476
chances,-0.750806235,-0.675947148,0.406186063,0.084162688,0.045709259
centers,0.148508976,0.653912359,-0.173408329,0.718518092,0.692904151
dangerous,-0.929622413,-0.237933127,0.373731295,-0.388604373,0.762950414
views,-0.273817522,-0.502763921,0.442131023,0.106540873,-0.902231889
worse,-0.607464391,-0.317277875,0.631564167,-0.423717379,0.979768033
studies,0.739330399,-0.348018067,-0.727820329,0.621814416,0.51997133
discussion,-0.251175759,-0.347411352,0.250571669,-0.472231593,-0.292838279
attended,-0.264680193,-0.35971417,-0.192277007,-0.605078353,-0.837553726
pace,-0.859211234,-0.232776055,-0.09258816,0.704136225,-0.444409922
album,0.844122447,-0.569098018,-0.095699697,0.943910717,0.216003128
entertainment,0.454774739,-0.762707294,0.624824488,0.665592821,-0.925948941
camp,-0.990392368,-0.648375354,-0.558839955,-0.867367905,0.74333746
trust,-0.514041924,-0.462451126,0.192762868,-0.674353706,0.294943637
strategic,-0.243348562,0.588698175,-0.907451731,0.655352931,-0.676039563
falling,-0.176330288,-0.555952541,0.799494524,-0.714465332,0.754968398
favor,-0.881181134,-0.841714979,-0.295715653,-0.603115704,-0.05535705
retired,-0.992878259,-0.258729945,-0.447901707,0.596157165,0.124975565
removed,-0.709789035,-0.030268303,-0.375378969,-0.716734644,0.26044178
army,-0.872178178,0.986917818,-0.855872028,-0.320770339,0.556721183
balance,0.031551357,0.028082428,0.234203875,-0.305069153,0.076822832
plane,-0.612066649,0.684601387,-0.550821765,-0.58358122,-0.181658122
quarterback,-0.985521365,-0.63492652,0.874312994,-0.544665583,0.155600443
banking,-0.242743886,-0.305143589,0.36285955,-0.145634641,-0.811868883
baby,0.966470501,-0.553997573,0.410318129,-0.975374897,0.554929302
truck,-0.57504703,0.07327989,0,-0.314943727,0.539682023
sought,-0.439398011,0.548074559,-0.855193873,-0.61501426,-0.525917871
write,0.640373869,0.49958196,0.94399647,-0.654205894,0.836450121
partnership,-0.704279764,-0.900802211,-0.850127653,0.752286717,-0.441976076
nearby,-0.683384843,0.875473368,-0.693912558,-0.270324144,-0.172129874
image,-0.351820747,0.005360744,0.292092911,0.243111086,0.066136704
stars,-0.602626982,-0.916644196,0.846271112,-0.437149253,-0.941276992
volume,0.524553682,0.330841489,-0.12406255,0.840073635,0.201244543
effects,0.042233322,-0.348051773,0.308019417,0.263130645,0.76519841
tests,-0.308317657,-0.174025886,-0.468764959,0.679571996,0.847299146
interests,-0.204212577,-0.087029796,0.312753239,-0.363733938,-0.303920046
occurred,-0.062953507,0.016131412,0.736229791,-0.184580944,-0.109315934
bond,0.564759409,-0.538829716,0.335981065,-0.82038701,-0.186836518
introduced,-0.305596614,-0.247472024,-0.009534067,0.55352931,-0.560923826
sport,-0.863679119,-0.82452474,0.911541702,0.191911638,-0.25280928
spokeswoman,0.998615301,0.436728471,0.704256429,0.793476385,0.015801134
behavior,-0.496741467,-0.04755966,0.688370041,-0.084823208,0.162051215
defeat,-0.905704112,-0.932519887,-0.205560874,-0.114661596,0.430246954
treated,0.21131497,0.029607043,-0.430509015,0.300811137,-0.512661178
direction,-0.533861865,-0.849804503,-0.358624541,-0.402649575,0.712354206
bigger,-0.700248589,-0.363388162,0.631042645,-0.241620412,-0.967479675
crew,-0.731658156,-0.152925711,0.599590805,-0.534484345,0.151918942
allegedly,-0.797903789,0.926966016,-0.834649753,-0.958631053,0.11790578
uses,-0.153151035,0.276152068,-0.828147439,0.257435425,0.701440021
mortgage,0.839770536,0.629862785,0.92153087,-0.492716735,-0.148205686
miss,-0.6386724,-0.033537819,0.263369038,-0.623784845,0.132827263
catch,-0.974099704,-0.704867197,-0.148954843,-0.721181269,0.345833062
appearance,-0.69282451,-0.183564784,0.353070967,-0.494495385,-0.919165243
